Re = 1100,Re = 1400,Re = 1700,Re = 2000
4.47893640330768,5.70616589476944,7.26965651813771,9.26154389239632
0.226051094617129,0.311106618364777,0.428165712509816,0.589270258320529
118.231297164705,92.9335302873107,76.11791069569,68.2420165465691
53.8072235297309,50.3602368964922,47.7462529310028,45.662826599101
52.0030395259745,48.522972116825,45.8911938500335,43.7983316027702
51.0604621221468,47.5595925960645,44.9162996768092,42.817022167747
49.5168200284903,46.0840825674783,43.4941488882838,41.4384943248901
47.4422300155516,44.1840316031038,41.7242371128124,39.7708692962162
45.6587308180806,42.6040832339501,40.2939839600708,38.4569023404015
42.7527698440813,39.9621535028113,37.8483986342562,36.1652857766472
40.1877978574463,37.695028594552,35.8009499159426,34.2888818316308
38.702882214216,36.5940832681065,34.9801112559412,33.6839935749594
24.5564545251684,24.8519732926063,25.4520505907755,23.4161345402298
37.9846332220842,35.9313073771207,34.3591453981323,33.0961785044544
