Re = 1100,Re = 1400,Re = 1700,Re = 2000
4.43225709510645,5.64564739760363,7.1912197000619,9.15991331596601
0.224348924994603,0.30878198117513,0.424991169004852,0.58493534190284
117.450795776132,94.5742699954385,76.4868687086473,65.8943330592254
37.2524286088377,35.2800113744408,33.7681970433884,32.5526548983952
38.8077726543168,36.5055316607703,34.7516621727141,33.3485373657851
41.3545520954339,38.7410381976899,36.7574541727065,35.17539541001
44.397199856499,41.5392698983951,39.3726399453584,37.6461923380147
46.3196102623923,43.2610645125604,40.9460656483666,39.1038160389092
48.510662960612,45.2830093390189,42.8412050872726,40.8988212204102
50.0431481679909,46.7349613005419,44.231192989581,42.2388418699778
51.0136345141393,47.7171637373042,45.2186689724741,43.2281698284731
52.5379911315909,49.2874528215817,46.8172234283468,44.8449609744183
23.5985086553811,23.2607715641721,23.5276277083223,23.3748314168835
38.0656197056478,36.0896423276482,34.5735990789825,33.3536681778171
