Re = 1100,Re = 1400,Re = 1700,Re = 2000
7.32499881453071,10.3157920232974,14.5277245447232,20.4593869254734
0.395606076200926,0.59373042617058,0.891077868029657,1.33734053687212
115.431600949333,91.6068343165045,77.5425731258018,65.0435667758029
38.3119294155477,36.2649449495,34.6966985989951,33.4362587297775
39.2781564144064,36.8494817181114,35.0037564387921,33.5300623188132
41.7616837999127,39.0325987009719,36.965602102063,35.3198199848323
44.9699524675897,41.9992280319935,39.7507635820812,37.9615022638207
47.2888310483706,44.1659691831874,41.8023051084343,39.9213382851127
49.9591488149869,46.7383817445615,44.2969077414645,42.3516027231826
51.8959081938414,48.6768223983916,46.2308711621585,44.2782384550249
53.0420393996545,49.8967614040905,47.5005973701434,45.5835864032826
54.7696749585121,51.6968791891471,49.3487481507694,47.4654445260665
25.600797553009,26.099167230102,26.1540106842292,24.8899062084737
38.4351013682832,36.4936561632546,35.0021224408945,33.8006044053339
