Re = 1100,Re = 1400,Re = 1700,Re = 2000
5.46205866112262,7.25466335695735,9.63558681589892,12.7979106291246
0.279807392039675,0.39991456609479,0.571577680664372,0.816927095764314
122.285180755436,94.4513106197084,79.4005478417945,64.0789632228052
36.2851050471835,34.4170439783846,32.9832146772046,31.8290551587462
38.3889881084168,36.2163008416896,34.5567872059504,33.2262992297614
41.0381179676915,38.5579717978564,36.6705905310596,35.1619747731388
44.0233691017919,41.297706460974,39.226440923254,37.5727733803731
45.9494463722091,43.021842600398,40.8009798008029,39.0303955743663
48.1794771517518,45.0909200643798,42.7488455293574,40.8822036442822
49.5431233254979,46.3382356698925,43.9093176342214,41.9743552248017
50.9522109138469,47.8376660121976,45.4690877400267,43.576875144786
52.533050077767,49.5693212862,47.3052137211886,45.4897457567027
22.9518470283029,23.483802916522,23.4155389803847,22.7560685587087
35.99515044238,34.1984439511112,32.8173224397997,31.7042300296349
