Re = 1100,Re = 1400,Re = 1700,Re = 2000
8.93197438378442,12.9099162753776,18.6594733791259,26.9696518055942
0.45546394562355,0.658751952108874,0.952773844290024,1.37802703347915
117.799870127878,98.4341089854978,74.9481997497999,68.5142786085505
36.3539485780297,34.5156029097255,33.103351265272,31.9657489940169
38.806395148712,36.7165704234326,35.1161502338903,33.8302771923648
41.4772357468305,39.0925369343044,37.2726544638763,35.8146213381564
44.6664364610112,42.1210382696202,40.1775725847175,38.6199078868992
46.6750064505152,43.977206900119,41.9189851336647,40.2703977770953
48.7166485328341,45.8573006034393,43.6777007807672,41.9331188772244
50.0927044007289,47.1345428883499,44.880400802997,43.0766656306737
50.7772441840988,47.8123343464501,45.551609968521,43.7416636752636
51.7184112277943,48.7774105779596,46.5316330729197,44.7314977772028
25.2365952504312,25.501083857976,25.2560446761466,24.8732888489027
38.1930004690188,36.7145539359037,35.5659692937387,34.6322170533701
