Re = 1100,Re = 1400,Re = 1700,Re = 2000
4.5925849037301,5.92428228570114,7.6421277638583,9.85809148562913
0.326274060391459,0.566138637490824,0.982342747307032,1.70452466813373
116.15963838579,95.3988816146907,77.6376366989246,68.9543376611207
36.6263380942839,35.0235306919453,33.7842467260316,32.7806807542499
38.8102507151898,36.8910290374369,35.415079462264,34.2251320307352
41.4227893737932,39.1813602671051,37.4652630114483,36.0867269592468
44.273078363594,41.7803742452817,39.8758935511195,38.3486552887756
46.079210937473,43.3730748646811,41.3103324094725,39.6593295340905
47.7351821985215,44.4457476603573,43.429748954558,40.5941690310493
49.8543593501711,46.9048638025148,44.6575596192188,42.8594495925645
50.9249210053477,48.0065064725576,45.7789215394163,43.9939891556129
52.4965308029704,49.6591879078072,47.4867128969971,45.7414840849529
22.9830311177219,23.0620551314851,23.0009523808923,23.5232495398671
37.7674877243719,36.2727728545268,35.1124959561601,34.1698680394975
