Re = 1100,Re = 1400,Re = 1700,Re = 2000
4.35980246007528,5.54096154072741,7.04212061830207,8.94997419458804
0.199181078265013,0.268225612572065,0.361203884758249,0.486412334427598
121.606535819916,92.2190241517538,80.3066988920134,63.8318157497346
38.3636824798859,37.1923333451022,36.2753368169377,35.5251683929681
40.9278281600676,39.3886530187859,38.1916495377559,37.2177086241305
43.9329368783712,42.1127061496711,40.7022135644724,39.5579451434999
46.8054945012301,44.7356584482524,43.1359672915722,41.8410076989869
48.5669906301249,46.2787167341585,44.5150445889154,43.0905424372341
50.5186040591806,48.0347732233627,46.1241018728306,44.5833292677436
51.9846558631552,49.4120874808783,47.4337582026393,45.8388239975396
52.9106287888631,50.3465596168621,48.3728410201735,46.7803517430467
54.057514734834,51.5660225506863,49.6438519887559,48.0900945959638
23.8783424352601,25.2461347166269,24.9881755287532,25.8326782697754
39.9036324831909,38.381720071894,37.1987336426027,36.2365919940655
