TC9,TC8,TC7,TC6,TC5,TC4,TC3,TC2,TC1,TCi,TCe
34.3320236,33.8133812,34.1008072,33.9521828,33.0897636,32.2463188,30.9668484,30.1194687,29.7549744,24.2958088,35.2138901
34.3153,33.8196182,34.100708,33.9507141,33.0865593,32.248642,30.9785423,30.1168823,29.7756348,24.3007774,35.2131462
34.3174057,33.8076897,34.0973549,33.9360123,33.0732613,32.2457008,30.9558983,30.1031513,29.7363758,24.3081417,35.1974335
34.3075905,33.8026543,34.0822601,33.9274254,33.0712738,32.2381897,30.9368896,30.0964909,29.7331161,24.3343945,35.1974106
34.2953682,33.8159294,34.0841141,33.9284363,33.0639648,32.2386475,30.9424114,30.1153774,29.7360687,24.365427,35.2225914
34.3065109,33.8076744,34.0875206,33.9299431,33.0713043,32.2399216,30.9480209,30.1229744,29.7496319,24.3799992,35.2491417
34.3179207,33.810997,34.098175,33.9411545,33.0894508,32.2526321,30.9869385,30.1564026,29.8005791,24.4174404,35.2552948
34.3166046,33.807476,34.0991745,33.9396744,33.0856552,32.253006,30.9879608,30.1626701,29.7993469,24.4392052,35.2164268
34.2989807,33.8114128,34.0955734,33.9458885,33.0896988,32.2545891,30.9875889,30.1578178,29.7886925,24.4676456,35.212883
34.300209,33.8042793,34.090992,33.9492416,33.0855446,32.2657509,30.9855576,30.1416454,29.771616,24.4881477,35.2111664
34.3059921,33.8094902,34.0934219,33.9489212,33.0872955,32.2566376,30.9783154,30.1423569,29.7574654,24.5021992,35.235817
34.298851,33.8000259,34.0933571,33.9472046,33.0959435,32.2613297,30.9837456,30.1528206,29.790802,24.5210533,35.2433701
34.3100891,33.8076859,34.1002197,33.9504013,33.0918655,32.2739105,31.0045223,30.1827679,29.8134785,24.5458603,35.2581482
34.3147774,33.8194389,34.1058693,33.9563904,33.1147385,32.2844315,31.0293102,30.1934719,29.8371124,24.5677242,35.2722893
34.3096428,33.8179932,34.114193,33.9662285,33.1015892,32.3028793,31.0352936,30.2040749,29.8529491,24.5675888,35.2630081
34.3152008,33.8284683,34.1102219,33.9638252,33.1214485,32.29953,31.044035,30.2250385,29.866333,24.5939884,35.2768326
34.317215,33.8317604,34.1184731,33.965683,33.125843,32.3063011,31.0587273,30.2252598,29.8631611,24.600317,35.2864571
34.3257179,33.8382568,34.1178436,33.977829,33.1212006,32.3132591,31.0531101,30.206316,29.8604412,24.6187763,35.2625084
34.3217697,33.8366814,34.1247025,33.9792213,33.118309,32.3128166,31.0485706,30.2175865,29.8578358,24.6284313,35.2625351
34.3193588,33.8336105,34.121563,33.9884529,33.1274185,32.3027458,31.0370445,30.2149372,29.8425922,24.6411953,35.2478027
34.3208923,33.8362808,34.1254997,33.9684143,33.1217422,32.303463,31.0340385,30.2026196,29.8305492,24.6546078,35.2591667
34.3268242,33.8290977,34.1170349,33.9685707,33.1158142,32.3061371,31.0312862,30.1919231,29.8318386,24.6789589,35.2659721
34.3139496,33.825222,34.1118927,33.9685516,33.1102104,32.2923164,31.0137329,30.1742764,29.8161488,24.7039547,35.2679062
34.3214951,33.828537,34.1206818,33.9576721,33.1114082,32.2927246,31.0190277,30.1884708,29.8302269,24.7212505,35.256382
34.3034363,33.8213768,34.1123238,33.9601974,33.1041641,32.2815361,31.0158901,30.1660652,29.8251591,24.7377186,35.2320633
34.3020172,33.8177147,34.1135674,33.9550362,33.0983505,32.2715225,31.0076733,30.1682854,29.8154678,24.7804241,35.2270966
34.2997208,33.8108368,34.1091919,33.9492645,33.1040955,32.2693253,31.0026684,30.1684761,29.8086452,24.8270588,35.2351379
34.3102417,33.817627,34.1001701,33.9510689,33.086937,32.27071,31.007185,30.1667824,29.7971039,24.8541775,35.2199783
34.2996521,33.8031998,34.1080513,33.9534721,33.0894203,32.2612534,30.9889793,30.1577053,29.7947502,24.8911343,35.2220306
34.2951279,33.8001022,34.1020279,33.9449158,33.0872993,32.2566643,30.983902,30.1499557,29.7929306,24.9270897,35.2278442
34.3045769,33.8058434,34.1036682,33.9418411,33.0930634,32.2618294,30.9888363,30.1638718,29.8003368,24.9565449,35.235302
34.3025169,33.808876,34.0931587,33.9524422,33.0885963,32.26614,30.9998474,30.1703854,29.8114548,24.9771996,35.210598
34.3071251,33.8136597,34.1003227,33.9472771,33.0894165,32.2747993,31.017231,30.1754475,29.8183231,25.0298462,35.2351875
34.2993393,33.8130798,34.1003685,33.9438438,33.0929909,32.2640686,31.0121384,30.1626225,29.8168392,25.0546875,35.2307587
34.2998238,33.805748,34.1027679,33.9427261,33.0859489,32.2633095,30.9891033,30.1611881,29.8053188,25.0858021,35.2250633
34.2911911,33.8087807,34.1057396,33.9431038,33.0831375,32.2578087,30.9899158,30.1601181,29.8022003,25.1017551,35.2301369
34.3069,33.8098412,34.1060753,33.9486313,33.0996971,32.2642326,31.007843,30.1624298,29.8051262,25.1357098,35.2260246
34.3104897,33.8067322,34.1048927,33.9481163,33.0900078,32.2795029,31.0243473,30.1760197,29.8313923,25.1494331,35.2547836
34.3115921,33.8170662,34.1163559,33.9561081,33.1011238,32.2849159,31.0416756,30.2010231,29.847765,25.1607571,35.2666817
34.3132591,33.8192101,34.1047249,33.9619217,33.0980415,32.2996674,31.0425224,30.2035465,29.8524017,25.1742458,35.2564354
34.3037987,33.8156281,34.1152,33.9560661,33.1105652,32.2866898,31.0450344,30.2128277,29.8679638,25.178299,35.2780991
34.3084831,33.8236923,34.1302071,33.9753494,33.1261063,32.3069229,31.0525742,30.2248669,29.8654823,25.1815567,35.2878952
34.3184929,33.8329659,34.1277161,33.9819641,33.1236801,32.3116875,31.0546913,30.2341328,29.8550358,25.1738224,35.2642899
34.3195457,33.8155899,34.1177826,33.9684181,33.1138954,32.3013649,31.0341148,30.2035446,29.8316631,25.1837311,35.2429428
34.299408,33.8014412,34.1127625,33.9555016,33.0934601,32.2843552,31.0181828,30.1812477,29.8181057,25.1721287,35.2653809
34.3035774,33.8260307,34.1190567,33.9665833,33.1022682,32.2904091,31.0316944,30.1940441,29.827383,25.1759758,35.2678185
34.3007011,33.8189468,34.1067352,33.9741631,33.0994568,32.2840118,31.0245228,30.1945629,29.8266888,25.1647835,35.2629242
34.2924385,33.814579,34.109787,33.9610786,33.1134071,32.275959,31.0260735,30.1971912,29.8228569,25.1585445,35.2653847
34.3086166,33.8181953,34.1119118,33.9635277,33.1065025,32.2991829,31.0190754,30.1923122,29.8323555,25.1631947,35.2709122
34.3000908,33.8122978,34.1139412,33.9628868,33.1088219,32.285881,31.025259,30.1959858,29.8234482,25.1469021,35.2741013
34.3055038,33.8173523,34.1181374,33.9600296,33.1199341,32.2864075,31.020956,30.1948776,29.8313923,25.1337452,35.2783661
34.3281555,33.8167343,34.1124382,33.9623833,33.1046295,32.2926826,31.0364323,30.2048912,29.8365803,25.1286297,35.2797928
34.3034744,33.8167458,34.1172791,33.9686852,33.1113014,32.3005676,31.0360184,30.1936722,29.8520279,25.128355,35.2936134
34.3087654,33.818512,34.122551,33.977211,33.126152,32.3014641,31.038908,30.21455,29.8488846,25.1166267,35.2870674
34.3073883,33.8271751,34.1062393,33.9642105,33.1083679,32.3037109,31.0402946,30.2105389,29.8456059,25.1120014,35.2950897
34.3182259,33.8213959,34.1064644,33.9735184,33.1247406,32.3047409,31.0415382,30.2117157,29.8399658,25.1071415,35.2677841
34.3059235,33.8163338,34.1092072,33.9660072,33.102169,32.2973824,31.023962,30.1962814,29.8164291,25.0910702,35.2672539
34.3160133,33.8237038,34.1176453,33.9571037,33.1091003,32.2984848,31.0316734,30.1929321,29.8307667,25.0886917,35.2667313
34.3002892,33.8171921,34.1072426,33.967247,33.1056862,32.290905,31.0212612,30.1978436,29.8395996,25.0658722,35.262619
34.3021965,33.8108368,34.1148148,33.9594727,33.1075859,32.2833557,31.0191841,30.1901646,29.8206367,25.0655842,35.2598076
34.2982445,33.8136482,34.105217,33.9634743,33.1013336,32.2754707,30.9879112,30.1557426,29.7870502,25.0440006,35.2449112
34.3038902,33.8047485,34.1138039,33.964016,33.1019058,32.2749252,31.0226002,30.1842632,29.8197193,25.0454769,35.3019753
34.3105087,33.8185158,34.1068916,33.9692116,33.1019745,32.2800064,31.0192471,30.1959381,29.8274918,25.0420246,35.2877426
34.3106537,33.8210564,34.1093674,33.9676666,33.1172791,32.2899399,31.0404797,30.2108955,29.8524113,25.0331993,35.3041267
34.3148994,33.82341,34.1222458,33.9692802,33.1103706,32.2955437,31.0529079,30.2236958,29.8501663,25.0196285,35.2972565
34.3203125,33.8193588,34.128849,33.9879303,33.1240005,32.3093147,31.044302,30.220953,29.8669395,25.0063801,35.2797546
34.3173637,33.8292923,34.1311226,33.9831619,33.1321526,32.3228836,31.0661602,30.2516136,29.8787785,25.0133781,35.3096313
34.3197212,33.8249741,34.1165085,33.9730873,33.1230965,32.3208008,31.0576115,30.2355747,29.8562851,25.0085125,35.2776413
34.3238068,33.8279457,34.1373062,33.9784584,33.1318207,32.3211517,31.0579586,30.2323093,29.8724041,25.0043678,35.2712288
34.3090973,33.8223152,34.1243553,33.9739227,33.1169472,32.3158531,31.0485401,30.199501,29.8412647,24.9968987,35.2552757
34.3090706,33.8092041,34.1260948,33.9800758,33.1073837,32.2847824,31.0211792,30.1828423,29.8034744,24.9757233,35.2498398
34.2981987,33.8247871,34.1137733,33.9608612,33.0974846,32.2866211,31.0063496,30.1671371,29.8120594,24.9722328,35.2470131
34.3051872,33.8087311,34.1115074,33.9549713,33.0924683,32.2637787,30.9958611,30.1507969,29.7862682,24.9723492,35.2431412
34.2987099,33.8117943,34.1058693,33.9571457,33.0941048,32.2730713,30.9939327,30.1487217,29.7871685,24.9689941,35.243515
34.2962532,33.8026619,34.1034279,33.9526062,33.0906487,32.2570305,30.9916668,30.1475964,29.7997684,24.9617615,35.2443657
34.2817421,33.7954903,34.0933342,33.9530373,33.085743,32.2652473,30.9859524,30.1559029,29.7960529,24.9518127,35.2169647
34.2884407,33.7916794,34.0953102,33.9439735,33.0806618,32.2555275,30.9683571,30.1400299,29.7721615,24.9484386,35.237896
34.2872391,33.7982635,34.0996399,33.9493904,33.0805206,32.2518883,30.9888859,30.1440487,29.7883091,24.9379559,35.2383842
34.2781487,33.7956123,34.0896683,33.9317665,33.064682,32.2302322,30.9577579,30.1231003,29.7617321,24.920496,35.2011948
34.2867432,33.7865944,34.0807877,33.926815,33.0602341,32.2282181,30.9454479,30.1082077,29.7290497,24.9200611,35.1860619
34.2722931,33.7754555,34.0661659,33.9276237,33.0567017,32.2247009,30.9491062,30.0986385,29.7453804,24.9205055,35.2137566
34.2748108,33.7820015,34.0673599,33.9205589,33.0360298,32.2228203,30.9468288,30.0989628,29.7490063,24.9000092,35.2005653
34.2612076,33.7765427,34.0649414,33.9203186,33.0481796,32.2183952,30.9309978,30.0871143,29.7263298,24.8977337,35.2043076
34.2650604,33.7580872,34.0618782,33.9061127,33.0348701,32.2163506,30.9223328,30.0883961,29.72435,24.8796024,35.1920242
34.2519417,33.7550087,34.0535278,33.901722,33.0275421,32.2056618,30.9184322,30.0713291,29.7067432,24.8873787,35.1699409
34.2544098,33.7593346,34.0393639,33.8963585,33.0315132,32.2010689,30.9152145,30.0678978,29.7035465,24.8735294,35.1918755
34.2423286,33.757206,34.0585556,33.8918304,33.0306892,32.1978378,30.922411,30.0823479,29.7264557,24.8737297,35.1865578
34.2553177,33.7500916,34.0544395,33.8959885,33.031971,32.1956749,30.9261494,30.0832272,29.7267723,24.8536358,35.1920967
34.2534561,33.7458076,34.0419006,33.9020653,33.0289688,32.1943398,30.9128304,30.0864162,29.7206535,24.8577633,35.179718
34.2479439,33.7520523,34.0481873,33.8925934,33.0194206,32.1881523,30.906004,30.0769939,29.7229519,24.8477402,35.1738815
34.2375526,33.746891,34.0383263,33.8819962,33.0162735,32.1759796,30.8955269,30.0496769,29.6871128,24.8392773,35.1703072
34.2390137,33.7405701,34.0286827,33.8750343,33.0105438,32.1738625,30.8900299,30.0539894,29.6911583,24.829586,35.1501694
34.2209969,33.7339783,34.0355721,33.8633003,33.0030098,32.1691322,30.8905449,30.0346088,29.6827412,24.824707,35.1432457
34.2315865,33.7280121,34.0254631,33.8664627,32.9848595,32.1582069,30.8713455,30.0228252,29.6654625,24.8092842,35.1423378
34.2153397,33.7216301,34.0200005,33.8620262,32.9838371,32.1500931,30.8637943,30.0201111,29.6658936,24.8125229,35.1397781
34.222702,33.7190857,34.0184784,33.8664742,32.9906082,32.1629333,30.8684235,30.0247536,29.6727734,24.8076019,35.1260338
34.2089996,33.711319,34.0095711,33.855526,32.9865417,32.1458893,30.8490829,30.0119629,29.6541481,24.7954159,35.1283875
34.21455,33.6994896,34.0205231,33.8517761,32.982605,32.1435814,30.8586483,30.0065517,29.6586151,24.7982922,35.1408958
34.2052689,33.7153816,34.0028152,33.8448677,32.9796791,32.1505127,30.8729706,30.0310898,29.6741257,24.785099,35.1386452
34.1982422,33.7042465,34.0016708,33.8400383,32.9677162,32.1380539,30.8706169,30.0207081,29.6472855,24.7744732,35.1361771
34.2048759,33.6967621,34.0023918,33.8385849,32.9774704,32.1378784,30.844738,29.9996128,29.6435661,24.7850742,35.1128807
34.192028,33.6960258,33.9903641,33.8368835,32.9679794,32.1376114,30.8438587,30.0007267,29.6283245,24.7738113,35.1277809
34.1878662,33.6788712,33.991478,33.8274651,32.9515533,32.1119576,30.8285656,29.9842262,29.6250782,24.7566414,35.1040993
34.1927147,33.6898041,33.9866905,33.8281708,32.9490852,32.1137428,30.8336048,29.9900055,29.6295795,24.762188,35.1244125
34.1877975,33.687542,33.9798317,33.8244133,32.9536743,32.1188965,30.8392982,29.9932919,29.641386,24.7640591,35.1092644
34.1944389,33.6931686,33.9766006,33.8276443,32.9548187,32.1368484,30.8496075,30.0042343,29.6500664,24.7367878,35.119278
34.1848145,33.6882057,33.9777832,33.8250961,32.967659,32.128952,30.8469105,30.0148964,29.6662769,24.7487297,35.1355972
34.1799583,33.6794586,33.9770088,33.8154068,32.9550934,32.1227646,30.8450356,29.9956093,29.650919,24.7434692,35.1162415
34.1848297,33.6811676,33.9730949,33.8163109,32.9422417,32.1148872,30.8392315,29.987009,29.631794,24.7324905,35.1132164
34.1729317,33.6773758,33.9795341,33.8123856,32.9423141,32.112114,30.8394279,30.0006275,29.640379,24.7237473,35.1002121
34.1759224,33.6747818,33.9708061,33.8124733,32.9378471,32.1222076,30.8371887,29.9907131,29.6410522,24.7279549,35.1116943
34.1738205,33.6797752,33.9838371,33.8213806,32.957592,32.1245499,30.849968,30.0083408,29.668457,24.7175941,35.129055
34.1822014,33.681469,33.9740372,33.8237534,32.9662399,32.1457939,30.8640308,30.0478897,29.6889801,24.7127323,35.1341019
34.180069,33.6876793,33.9851303,33.8184662,32.9700813,32.1385155,30.8691692,30.0414371,29.682415,24.7141476,35.1175308
34.1816101,33.6948433,33.9834557,33.8179207,32.9689941,32.1356544,30.8717785,30.0492191,29.6735725,24.708519,35.1222382
34.1839638,33.6823578,33.9819565,33.8268394,32.9586258,32.1378326,30.8865891,30.0363178,29.6711254,24.697319,35.1178131
34.1851234,33.6831627,33.9782448,33.8193359,32.9519501,32.142025,30.8701572,30.0251637,29.6578064,24.6876068,35.1132164
34.1806412,33.6833191,33.9717636,33.8148155,32.9561195,32.1267204,30.8650265,30.0239544,29.6498795,24.6744728,35.1281395
34.1885872,33.6832962,33.9876862,33.8265381,32.9688492,32.147953,30.8825016,30.0456142,29.6907616,24.6802006,35.1687012
34.1916313,33.7076683,33.9974556,33.8500671,32.9850388,32.1801834,30.9151802,30.0979919,29.7476826,24.692112,35.1900826
34.201046,33.704628,34.0116501,33.8501854,32.9928856,32.1880836,30.9407349,30.120924,29.7623196,24.6871223,35.1893578
34.2078171,33.7117691,34.0141907,33.8634758,33.0083809,32.1977654,30.9498844,30.1201019,29.7655182,24.684164,35.1755867
34.2069016,33.7202301,34.0170975,33.8697891,33.0213356,32.2073936,30.9599018,30.1384888,29.7584076,24.6770496,35.203907
34.2246132,33.7118607,34.0237007,33.8827629,33.0392036,32.2388535,30.987421,30.1567554,29.793232,24.6700802,35.2121124
34.2235413,33.7300339,34.0364609,33.8862495,33.0436096,32.2279472,30.9978542,30.1753464,29.8044052,24.6612148,35.2045898
34.2337418,33.74757,34.0437164,33.893856,33.0401039,32.2403908,30.9900188,30.1617012,29.7909184,24.6585121,35.1860275
34.2288933,33.7394943,34.0350418,33.8959999,33.03759,32.2350006,30.9786701,30.1555576,29.7784462,24.6716709,35.2324181
34.2359428,33.7503624,34.0496368,33.9017067,33.0553131,32.2678032,31.0168533,30.1932125,29.823679,24.6654396,35.2387924
34.2337456,33.7519722,34.0525932,33.9034233,33.0542526,32.2671471,31.0185108,30.1888943,29.8139687,24.651228,35.2129745
34.2438812,33.7526207,34.0508766,33.9100761,33.0661812,32.2598267,31.0092144,30.1864719,29.8072834,24.654007,35.2192459
34.2478333,33.7452431,34.0482407,33.8992081,33.0579453,32.253746,30.9897614,30.1676044,29.7781391,24.6432095,35.2205276
34.2404137,33.7495728,34.047657,33.9025879,33.0605659,32.2531738,30.9994278,30.1620121,29.7744961,24.6341019,35.2110291
34.2336617,33.7536354,34.0615387,33.9116364,33.0636482,32.2676353,30.9995804,30.1723003,29.7924385,24.6358624,35.2425423
34.24786,33.7636261,34.068737,33.927124,33.0762405,32.265625,31.031786,30.1966896,29.8269787,24.6284637,35.26231
34.2544289,33.7655945,34.0768127,33.931797,33.0916061,32.3017883,31.0442886,30.2279587,29.8541336,24.6265411,35.2672195
34.2661972,33.7782669,34.0783844,33.9369431,33.0972252,32.3035736,31.0632477,30.2383308,29.8722324,24.6317444,35.3712387
34.2853966,33.7907066,34.0996475,33.9581375,33.121994,32.3182793,31.1022644,30.2885113,29.9252625,24.6350784,35.365963
34.2888756,33.8109779,34.116272,33.9636765,33.1426353,32.3420067,31.1052513,30.3031616,29.9111786,24.63311,35.3511848
34.3022461,33.8084908,34.1205559,33.9739494,33.1271477,32.348896,31.1075687,30.2752972,29.8816299,24.6315594,35.3224297
34.3077011,33.8131828,34.1173935,33.9676514,33.1321182,32.3302803,31.0761642,30.2536926,29.8741856,24.6225605,35.3126335
34.2919159,33.7963181,34.1053772,33.9631844,33.1275749,32.3042145,31.0631981,30.2283478,29.8540459,24.6161709,35.2892113
34.2890167,33.8022614,34.1083031,33.9743309,33.1153336,32.3239441,31.0634842,30.2530022,29.8580704,24.6161537,35.2867279
34.3003922,33.8021202,34.111599,33.956234,33.1090012,32.3015862,31.0425205,30.2240086,29.8566227,24.6298904,35.3068695
34.2998505,33.8054962,34.1153946,33.9693832,33.1187973,32.3241806,31.0742226,30.2473335,29.8972473,24.6179962,35.3155403
34.3052597,33.8173141,34.1334572,33.971817,33.145607,32.3294029,31.0740738,30.2524586,29.9110355,24.6165237,35.371994
34.3102989,33.8234482,34.1405067,33.9969215,33.1590118,32.3478279,31.1153641,30.3138237,29.952198,24.624464,35.3646698
34.3248405,33.8509331,34.1485863,34.0053787,33.1813431,32.3946686,31.1401653,30.3237209,29.9723148,24.6329384,35.383831
34.3500443,33.8643951,34.1656952,34.0249786,33.2021332,32.4161873,31.1910381,30.396452,30.0224228,24.6441174,35.4215317
34.3602791,33.8749161,34.1823273,34.0354996,33.2173462,32.4300003,31.2127209,30.4245262,30.0498524,24.6333923,35.4545441
34.3740005,33.8942604,34.206131,34.0763359,33.2471008,32.4714279,31.2592621,30.4748249,30.0782967,24.6451111,35.477314
34.3900948,33.91576,34.216095,34.0927849,33.26334,32.4852791,31.2681751,30.4856205,30.0872192,24.6356106,35.4468422
34.389431,33.9158936,34.2182541,34.0876808,33.2653999,32.4963875,31.265892,30.4796638,30.0713673,24.6408482,35.4551086
34.40728,33.9385071,34.2421265,34.1019707,33.283123,32.5061417,31.2939072,30.4812756,30.0806942,24.6407661,35.4837189
34.4101524,33.9199944,34.2526245,34.1045876,33.2886047,32.5167313,31.2858105,30.4823799,30.0772495,24.6320267,35.4411736
34.4079437,33.9312897,34.2394485,34.1063385,33.2875977,32.5059204,31.2745476,30.4471779,30.0453186,24.6253223,35.4216957
34.4066887,33.9358177,34.253212,34.1322441,33.2919083,32.5070152,31.2600861,30.4477882,30.0419445,24.6310787,35.4490891
34.4258232,33.9361343,34.2517586,34.12006,33.2896042,32.5086823,31.2661495,30.4289169,30.0531254,24.6261425,35.442131
34.4291573,33.9479523,34.258625,34.1172981,33.2873993,32.5070915,31.2495041,30.4330883,30.0418663,24.6203651,35.4573212
34.412735,33.9348869,34.2607307,34.1261177,33.2801476,32.4966812,31.2621403,30.4343719,30.0436306,24.6280708,35.4468765
34.4352226,33.9447098,34.2572098,34.1093941,33.2818871,32.4962959,31.2508125,30.440773,30.0468922,24.6312733,35.4652367
34.441597,33.953022,34.2505798,34.141552,33.3106804,32.5096664,31.2827835,30.4619541,30.0734406,24.6320477,35.5017738
34.4311714,33.9526939,34.2513924,34.1285324,33.3060036,32.503994,31.2693081,30.4461823,30.0611191,24.6224651,35.4521255
